"","letter","synapses","sex","treatment","time","ID","P1","P2","X","Y","age","animal","category","cell","notes","days_alone","animal_or_slicing_problems","R_a"
"1225","BT","Glutamate","Male","HNMPA",4,"23719006",-11.15,-7.49,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1226","BT","Glutamate","Male","HNMPA",4.08,"23719006",-43.26,-33.5,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1227","BT","Glutamate","Male","HNMPA",4.17,"23719006",-64.09,-18.92,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1228","BT","Glutamate","Male","HNMPA",4.25,"23719006",-60.26,-14.48,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1229","BT","Glutamate","Male","HNMPA",4.33,"23719006",-12.53,-11.92,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1230","BT","Glutamate","Male","HNMPA",4.42,"23719006",-41.89,-38.23,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1231","BT","Glutamate","Male","HNMPA",4.5,"23719006",-12.82,-12.21,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1232","BT","Glutamate","Male","HNMPA",4.58,"23719006",-42.11,-29.91,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1233","BT","Glutamate","Male","HNMPA",4.67,"23719006",-37.95,-9.88,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1234","BT","Glutamate","Male","HNMPA",4.75,"23719006",-23.55,-12.57,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1235","BT","Glutamate","Male","HNMPA",4.83,"23719006",-31.25,-9.89,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1236","BT","Glutamate","Male","HNMPA",4.92,"23719006",-9.87,-12.31,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1237","BT","Glutamate","Male","HNMPA",5,"23719008",-47.28,-22.86,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1238","BT","Glutamate","Male","HNMPA",5.08,"23719008",-22.08,-11.7,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1239","BT","Glutamate","Male","HNMPA",5.17,"23719008",-31.49,-10.74,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1240","BT","Glutamate","Male","HNMPA",5.25,"23719008",-5.94,-18.76,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1241","BT","Glutamate","Male","HNMPA",5.33,"23719008",-7.65,-35.12,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1242","BT","Glutamate","Male","HNMPA",5.42,"23719008",-3.61,-28.03,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1243","BT","Glutamate","Male","HNMPA",5.5,"23719008",-18.02,-14.36,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1244","BT","Glutamate","Male","HNMPA",5.58,"23719008",-5.08,-11.18,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1245","BT","Glutamate","Male","HNMPA",5.67,"23719008",-6.59,-13.91,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1246","BT","Glutamate","Male","HNMPA",5.75,"23719008",-12.34,-14.78,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1247","BT","Glutamate","Male","HNMPA",5.83,"23719008",-5.75,-8.19,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1248","BT","Glutamate","Male","HNMPA",5.92,"23719008",-7.57,-24.66,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1249","BT","Glutamate","Male","HNMPA",6,"23719008",-6.55,-8.38,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1250","BT","Glutamate","Male","HNMPA",6.08,"23719008",-5.99,-9.04,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1251","BT","Glutamate","Male","HNMPA",6.17,"23719008",-7.32,-26.24,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1252","BT","Glutamate","Male","HNMPA",6.25,"23719008",-4.98,-11.08,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1253","BT","Glutamate","Male","HNMPA",6.33,"23719008",-5.72,-8.16,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1254","BT","Glutamate","Male","HNMPA",6.42,"23719008",-6.28,-11.77,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1255","BT","Glutamate","Male","HNMPA",6.5,"23719008",-9.08,-12.13,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1256","BT","Glutamate","Male","HNMPA",6.58,"23719008",-24.98,-42.07,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1257","BT","Glutamate","Male","HNMPA",6.67,"23719008",-5.95,-10.83,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1258","BT","Glutamate","Male","HNMPA",6.75,"23719008",-5.49,-21.96,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1259","BT","Glutamate","Male","HNMPA",6.83,"23719008",-9.74,-14.01,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1260","BT","Glutamate","Male","HNMPA",6.92,"23719008",-6.55,-10.21,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1261","BT","Glutamate","Male","HNMPA",7,"23719009",-10.75,-8.92,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1262","BT","Glutamate","Male","HNMPA",7.08,"23719009",-11.18,-9.96,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1263","BT","Glutamate","Male","HNMPA",7.17,"23719009",-11.1,-8.66,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1264","BT","Glutamate","Male","HNMPA",7.25,"23719009",-10.14,-8.91,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1265","BT","Glutamate","Male","HNMPA",7.33,"23719009",-10.09,-7.04,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1266","BT","Glutamate","Male","HNMPA",7.42,"23719009",-10.09,-10.09,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1267","BT","Glutamate","Male","HNMPA",7.5,"23719009",-9.61,-9.61,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1268","BT","Glutamate","Male","HNMPA",7.58,"23719009",-10.95,-7.89,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1269","BT","Glutamate","Male","HNMPA",7.67,"23719009",-12.22,-13.44,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1270","BT","Glutamate","Male","HNMPA",7.75,"23719009",-9.45,-10.06,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1271","BT","Glutamate","Male","HNMPA",7.83,"23719009",-11.07,-9.24,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1272","BT","Glutamate","Male","HNMPA",7.92,"23719009",-10.63,-8.8,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1273","BT","Glutamate","Male","HNMPA",8,"23719009",-10.84,-8.4,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1274","BT","Glutamate","Male","HNMPA",8.08,"23719009",-39.7,-9.79,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1275","BT","Glutamate","Male","HNMPA",8.17,"23719009",-8.46,-8.46,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1276","BT","Glutamate","Male","HNMPA",8.25,"23719009",-9.53,-6.48,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1277","BT","Glutamate","Male","HNMPA",8.33,"23719009",-10.99,-11.6,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1278","BT","Glutamate","Male","HNMPA",8.42,"23719009",-10.05,-8.83,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1279","BT","Glutamate","Male","HNMPA",8.5,"23719009",-11,-7.34,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1280","BT","Glutamate","Male","HNMPA",8.58,"23719009",-9.81,-9.81,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1281","BT","Glutamate","Male","HNMPA",8.67,"23719009",-10.28,-7.23,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1282","BT","Glutamate","Male","HNMPA",8.75,"23719009",-7.43,-6.21,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1283","BT","Glutamate","Male","HNMPA",8.83,"23719009",-10.05,-11.88,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1284","BT","Glutamate","Male","HNMPA",8.92,"23719009",-19.52,-6.7,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1285","BT","Glutamate","Male","HNMPA",9,"23719009",-8.69,-8.08,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1286","BT","Glutamate","Male","HNMPA",9.08,"23719009",-9.54,-7.71,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1287","BT","Glutamate","Male","HNMPA",9.17,"23719009",-8.73,-7.51,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1288","BT","Glutamate","Male","HNMPA",9.25,"23719009",-8.81,-6.98,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1289","BT","Glutamate","Male","HNMPA",9.33,"23719009",-10.43,-8.6,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1290","BT","Glutamate","Male","HNMPA",9.42,"23719009",-10.67,-9.45,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1291","BT","Glutamate","Male","HNMPA",9.5,"23719009",-12.26,-9.2,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1292","BT","Glutamate","Male","HNMPA",9.58,"23719009",-10.98,-9.76,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1293","BT","Glutamate","Male","HNMPA",9.67,"23719009",-9.68,-8.46,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1294","BT","Glutamate","Male","HNMPA",9.75,"23719009",-10.99,-7.93,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1295","BT","Glutamate","Male","HNMPA",9.83,"23719009",-9.29,-8.07,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1296","BT","Glutamate","Male","HNMPA",9.92,"23719009",-12.26,-14.09,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1297","BT","Glutamate","Male","HNMPA",10,"23719009",-10.96,-9.13,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1298","BT","Glutamate","Male","HNMPA",10.08,"23719009",-6.51,-5.29,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1299","BT","Glutamate","Male","HNMPA",10.17,"23719009",-9.24,-8.02,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1300","BT","Glutamate","Male","HNMPA",10.25,"23719009",-10.83,-16.94,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1301","BT","Glutamate","Male","HNMPA",10.33,"23719009",-11.15,-12.37,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1302","BT","Glutamate","Male","HNMPA",10.42,"23719009",-8.06,-11.11,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1303","BT","Glutamate","Male","HNMPA",10.5,"23719009",1.29,4.34,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1304","BT","Glutamate","Male","HNMPA",10.58,"23719009",-9.15,-12.2,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1305","BT","Glutamate","Male","HNMPA",10.67,"23719009",-9.97,-5.7,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1306","BT","Glutamate","Male","HNMPA",10.75,"23719009",-20.21,-4.95,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1307","BT","Glutamate","Male","HNMPA",10.83,"23719009",-10.27,-9.05,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1308","BT","Glutamate","Male","HNMPA",10.92,"23719009",-10.54,-8.1,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1309","BT","Glutamate","Male","HNMPA",11,"23719009",-15.48,-7.55,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1310","BT","Glutamate","Male","HNMPA",11.08,"23719009",-10.96,-10.96,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1311","BT","Glutamate","Male","HNMPA",11.17,"23719009",-11.01,-14.67,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1312","BT","Glutamate","Male","HNMPA",11.25,"23719009",-10.14,-8.91,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1313","BT","Glutamate","Male","HNMPA",11.33,"23719009",-7.61,-8.22,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1314","BT","Glutamate","Male","HNMPA",11.42,"23719009",-8.13,-6.3,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1315","BT","Glutamate","Male","HNMPA",11.5,"23719009",-9.45,-8.84,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1316","BT","Glutamate","Male","HNMPA",11.58,"23719009",-11.15,-10.54,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1317","BT","Glutamate","Male","HNMPA",11.67,"23719009",-10.58,-8.14,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1318","BT","Glutamate","Male","HNMPA",11.75,"23719009",-10.42,-7.98,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1319","BT","Glutamate","Male","HNMPA",11.83,"23719009",-12.38,-10.55,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1320","BT","Glutamate","Male","HNMPA",11.92,"23719009",-10.24,-16.95,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1321","BT","Glutamate","Male","HNMPA",12,"23719010",-2.41,-15.84,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1322","BT","Glutamate","Male","HNMPA",12.08,"23719010",-4,-11.32,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1323","BT","Glutamate","Male","HNMPA",12.17,"23719010",-13.11,-19.83,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1324","BT","Glutamate","Male","HNMPA",12.25,"23719010",-6.45,-13.77,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1325","BT","Glutamate","Male","HNMPA",12.33,"23719010",-7.05,-15.6,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1326","BT","Glutamate","Male","HNMPA",12.42,"23719010",-4.03,-13.8,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1327","BT","Glutamate","Male","HNMPA",12.5,"23719010",-3.48,-42.54,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1328","BT","Glutamate","Male","HNMPA",12.58,"23719010",-6.53,-29.11,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1329","BT","Glutamate","Male","HNMPA",12.67,"23719010",-8.44,-14.54,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1330","BT","Glutamate","Male","HNMPA",12.75,"23719010",-7.2,-18.79,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1331","BT","Glutamate","Male","HNMPA",12.83,"23719010",-5.68,-11.17,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1332","BT","Glutamate","Male","HNMPA",12.92,"23719010",-8.43,-25.52,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1333","BT","Glutamate","Male","HNMPA",13,"23719010",-7.44,-26.36,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1334","BT","Glutamate","Male","HNMPA",13.08,"23719010",-5.06,-34.97,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1335","BT","Glutamate","Male","HNMPA",13.17,"23719010",-4.86,-37.82,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1336","BT","Glutamate","Male","HNMPA",13.25,"23719010",-0.31,-19.23,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1337","BT","Glutamate","Male","HNMPA",13.33,"23719010",-3.66,-16.48,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
"1338","BT","Glutamate","Male","HNMPA",13.42,"23719010",-8.26,-13.14,387.1925,586.98375,37,30,2,"30.2.1",NA,0,"no","1.4, 1.4, 1.4, 1.4, 1.4, 1.4, 1.8, 1.5, 1.5, 1.5"
